,audio_filename,filename,id,modality,vocal_channel,emotion,emotion_string,emotional,emotional_string,statement,repetition,speaker,gender,start,end,channels,Anger,Happiness,Sadness,Neutral state
1276,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_12/03-01-05-02-02-02-12.wav,03-01-05-02-02-02-12,RAVDESS_1276,03,01,05,angry,02,strong,02,02,12,F,0,3.83718820861678,,1,0,0,0
1278,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_12/03-01-03-02-01-02-12.wav,03-01-03-02-01-02-12,RAVDESS_1278,03,01,03,happy,02,strong,01,02,12,F,0,4.1374603174603175,,0,1,0,0
1280,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_12/03-01-05-01-02-02-12.wav,03-01-05-01-02-02-12,RAVDESS_1280,03,01,05,angry,01,normal,02,02,12,F,0,4.1374603174603175,,1,0,0,0
1281,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_12/03-01-04-02-01-02-12.wav,03-01-04-02-01-02-12,RAVDESS_1281,03,01,04,sad,02,strong,01,02,12,F,0,3.7704761904761903,,0,0,1,0
1283,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_12/03-01-04-01-01-01-12.wav,03-01-04-01-01-01-12,RAVDESS_1283,03,01,04,sad,01,normal,01,01,12,F,0,3.670340136054422,,0,0,1,0
1286,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_12/03-01-03-01-02-02-12.wav,03-01-03-01-02-02-12,RAVDESS_1286,03,01,03,happy,01,normal,02,02,12,F,0,3.737097505668934,,0,1,0,0
1288,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_12/03-01-05-02-01-01-12.wav,03-01-05-02-01-01-12,RAVDESS_1288,03,01,05,angry,02,strong,01,01,12,F,0,3.6369614512471657,,1,0,0,0
1291,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_12/03-01-01-01-02-01-12.wav,03-01-01-01-02-01-12,RAVDESS_1291,03,01,01,neutral,01,normal,02,01,12,F,0,3.603628117913832,,0,0,0,1
1294,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_12/03-01-05-01-02-01-12.wav,03-01-05-01-02-01-12,RAVDESS_1294,03,01,05,angry,01,normal,02,01,12,F,0,3.737097505668934,,1,0,0,0
1296,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_12/03-01-04-02-01-01-12.wav,03-01-04-02-01-01-12,RAVDESS_1296,03,01,04,sad,02,strong,01,01,12,F,0,3.8705215419501133,,0,0,1,0
1297,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_12/03-01-05-02-02-01-12.wav,03-01-05-02-02-01-12,RAVDESS_1297,03,01,05,angry,02,strong,02,01,12,F,0,3.803854875283447,,1,0,0,0
1298,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_12/03-01-04-01-01-02-12.wav,03-01-04-01-01-02-12,RAVDESS_1298,03,01,04,sad,01,normal,01,02,12,F,0,3.603628117913832,,0,0,1,0
1300,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_12/03-01-04-02-02-02-12.wav,03-01-04-02-02-02-12,RAVDESS_1300,03,01,04,sad,02,strong,02,02,12,F,0,3.8705668934240363,,0,0,1,0
1302,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_12/03-01-05-01-01-02-12.wav,03-01-05-01-01-02-12,RAVDESS_1302,03,01,05,angry,01,normal,01,02,12,F,0,3.970657596371882,,1,0,0,0
1303,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_12/03-01-03-01-01-02-12.wav,03-01-03-01-01-02-12,RAVDESS_1303,03,01,03,happy,01,normal,01,02,12,F,0,3.737097505668934,,0,1,0,0
1305,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_12/03-01-04-02-02-01-12.wav,03-01-04-02-02-01-12,RAVDESS_1305,03,01,04,sad,02,strong,02,01,12,F,0,3.803809523809524,,0,0,1,0
1310,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_12/03-01-01-01-01-01-12.wav,03-01-01-01-01-01-12,RAVDESS_1310,03,01,01,neutral,01,normal,01,01,12,F,0,3.6369614512471657,,0,0,0,1
1313,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_12/03-01-05-01-01-01-12.wav,03-01-05-01-01-01-12,RAVDESS_1313,03,01,05,angry,01,normal,01,01,12,F,0,4.270975056689342,,1,0,0,0
1314,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_12/03-01-03-02-02-02-12.wav,03-01-03-02-02-02-12,RAVDESS_1314,03,01,03,happy,02,strong,02,02,12,F,0,3.970657596371882,,0,1,0,0
1321,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_01/03-01-03-01-01-01-01.wav,03-01-03-01-01-01-01,RAVDESS_1321,03,01,03,happy,01,normal,01,01,01,M,0,3.47015873015873,,0,1,0,0
1322,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_01/03-01-05-01-01-01-01.wav,03-01-05-01-01-01-01,RAVDESS_1322,03,01,05,angry,01,normal,01,01,01,M,0,3.8705668934240363,,1,0,0,0
1324,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_01/03-01-04-01-01-01-01.wav,03-01-04-01-01-01-01,RAVDESS_1324,03,01,04,sad,01,normal,01,01,01,M,0,3.83718820861678,,0,0,1,0
1329,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_01/03-01-04-01-01-02-01.wav,03-01-04-01-01-02-01,RAVDESS_1329,03,01,04,sad,01,normal,01,02,01,M,0,3.570249433106576,,0,0,1,0
1330,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_01/03-01-03-02-01-02-01.wav,03-01-03-02-01-02-01,RAVDESS_1330,03,01,03,happy,02,strong,01,02,01,M,0,3.6369614512471657,,0,1,0,0
1331,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_01/03-01-03-02-01-01-01.wav,03-01-03-02-01-01-01,RAVDESS_1331,03,01,03,happy,02,strong,01,01,01,M,0,3.670340136054422,,0,1,0,0
1332,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_01/03-01-03-01-02-01-01.wav,03-01-03-01-02-01-01,RAVDESS_1332,03,01,03,happy,01,normal,02,01,01,M,0,3.53687074829932,,0,1,0,0
1334,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_01/03-01-05-01-01-02-01.wav,03-01-05-01-01-02-01,RAVDESS_1334,03,01,05,angry,01,normal,01,02,01,M,0,3.937278911564626,,1,0,0,0
1336,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_01/03-01-04-02-01-02-01.wav,03-01-04-02-01-02-01,RAVDESS_1336,03,01,04,sad,02,strong,01,02,01,M,0,3.703718820861678,,0,0,1,0
1337,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_01/03-01-04-01-02-02-01.wav,03-01-04-01-02-02-01,RAVDESS_1337,03,01,04,sad,01,normal,02,02,01,M,0,3.3700680272108845,,0,0,1,0
1342,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_01/03-01-04-02-01-01-01.wav,03-01-04-02-01-01-01,RAVDESS_1342,03,01,04,sad,02,strong,01,01,01,M,0,3.803809523809524,,0,0,1,0
1343,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_01/03-01-05-02-02-01-01.wav,03-01-05-02-02-01-01,RAVDESS_1343,03,01,05,angry,02,strong,02,01,01,M,0,4.1374603174603175,,1,0,0,0
1345,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_01/03-01-03-01-02-02-01.wav,03-01-03-01-02-02-01,RAVDESS_1345,03,01,03,happy,01,normal,02,02,01,M,0,3.703718820861678,,0,1,0,0
1347,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_01/03-01-03-02-02-02-01.wav,03-01-03-02-02-02-01,RAVDESS_1347,03,01,03,happy,02,strong,02,02,01,M,0,3.937278911564626,,0,1,0,0
1349,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_01/03-01-05-02-02-02-01.wav,03-01-05-02-02-02-01,RAVDESS_1349,03,01,05,angry,02,strong,02,02,01,M,0,4.437777777777778,,1,0,0,0
1350,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_01/03-01-01-01-01-02-01.wav,03-01-01-01-01-02-01,RAVDESS_1350,03,01,01,neutral,01,normal,01,02,01,M,0,3.336689342403628,,0,0,0,1
1351,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_01/03-01-03-02-02-01-01.wav,03-01-03-02-02-01-01,RAVDESS_1351,03,01,03,happy,02,strong,02,01,01,M,0,3.937278911564626,,0,1,0,0
1353,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_01/03-01-05-01-02-02-01.wav,03-01-05-01-02-02-01,RAVDESS_1353,03,01,05,angry,01,normal,02,02,01,M,0,3.737097505668934,,1,0,0,0
1355,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_01/03-01-04-01-02-01-01.wav,03-01-04-01-02-01-01,RAVDESS_1355,03,01,04,sad,01,normal,02,01,01,M,0,3.5035374149659866,,0,0,1,0
1358,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_01/03-01-04-02-02-01-01.wav,03-01-04-02-02-01-01,RAVDESS_1358,03,01,04,sad,02,strong,02,01,01,M,0,3.737097505668934,,0,0,1,0
1360,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_01/03-01-01-01-01-01-01.wav,03-01-01-01-01-01-01,RAVDESS_1360,03,01,01,neutral,01,normal,01,01,01,M,0,3.3033106575963718,,0,0,0,1
1365,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_01/03-01-04-02-02-02-01.wav,03-01-04-02-02-02-01,RAVDESS_1365,03,01,04,sad,02,strong,02,02,01,M,0,3.737097505668934,,0,0,1,0
1369,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_01/03-01-01-01-02-02-01.wav,03-01-01-01-02-02-01,RAVDESS_1369,03,01,01,neutral,01,normal,02,02,01,M,0,3.1698412698412697,,0,0,0,1
1370,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_01/03-01-03-01-01-02-01.wav,03-01-03-01-01-02-01,RAVDESS_1370,03,01,03,happy,01,normal,01,02,01,M,0,3.47015873015873,,0,1,0,0
1371,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_01/03-01-05-02-01-01-01.wav,03-01-05-02-01-01-01,RAVDESS_1371,03,01,05,angry,02,strong,01,01,01,M,0,4.104126984126984,,1,0,0,0
1372,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_01/03-01-05-02-01-02-01.wav,03-01-05-02-01-02-01,RAVDESS_1372,03,01,05,angry,02,strong,01,02,01,M,0,4.3710657596371885,,1,0,0,0
1373,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_01/03-01-01-01-02-01-01.wav,03-01-01-01-02-01-01,RAVDESS_1373,03,01,01,neutral,01,normal,02,01,01,M,0,3.2699319727891156,,0,0,0,1
1375,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_01/03-01-05-01-02-01-01.wav,03-01-05-01-02-01-01,RAVDESS_1375,03,01,05,angry,01,normal,02,01,01,M,0,3.5035374149659866,,1,0,0,0
1380,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_11/03-01-04-01-01-02-11.wav,03-01-04-01-01-02-11,RAVDESS_1380,03,01,04,sad,01,normal,01,02,11,M,0,3.603628117913832,,0,0,1,0
1384,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_11/03-01-04-01-02-02-11.wav,03-01-04-01-02-02-11,RAVDESS_1384,03,01,04,sad,01,normal,02,02,11,M,0,3.436780045351474,,0,0,1,0
1387,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_11/03-01-04-01-01-01-11.wav,03-01-04-01-01-01-11,RAVDESS_1387,03,01,04,sad,01,normal,01,01,11,M,0,3.336689342403628,,0,0,1,0
1388,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_11/03-01-03-02-02-02-11.wav,03-01-03-02-02-02-11,RAVDESS_1388,03,01,03,happy,02,strong,02,02,11,M,0,3.5035374149659866,,0,1,0,0
1389,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_11/03-01-01-01-01-01-11.wav,03-01-01-01-01-01-11,RAVDESS_1389,03,01,01,neutral,01,normal,01,01,11,M,0,3.1365079365079365,,0,0,0,1
1390,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_11/03-01-03-01-02-01-11.wav,03-01-03-01-02-01-11,RAVDESS_1390,03,01,03,happy,01,normal,02,01,11,M,0,3.1698412698412697,,0,1,0,0
1391,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_11/03-01-04-02-02-01-11.wav,03-01-04-02-02-01-11,RAVDESS_1391,03,01,04,sad,02,strong,02,01,11,M,0,3.3700680272108845,,0,0,1,0
1393,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_11/03-01-03-01-01-02-11.wav,03-01-03-01-01-02-11,RAVDESS_1393,03,01,03,happy,01,normal,01,02,11,M,0,3.2032199546485263,,0,1,0,0
1394,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_11/03-01-03-01-02-02-11.wav,03-01-03-01-02-02-11,RAVDESS_1394,03,01,03,happy,01,normal,02,02,11,M,0,3.2365986394557824,,0,1,0,0
1396,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_11/03-01-05-01-01-01-11.wav,03-01-05-01-01-01-11,RAVDESS_1396,03,01,05,angry,01,normal,01,01,11,M,0,3.603628117913832,,1,0,0,0
1397,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_11/03-01-04-02-02-02-11.wav,03-01-04-02-02-02-11,RAVDESS_1397,03,01,04,sad,02,strong,02,02,11,M,0,3.336689342403628,,0,0,1,0
1399,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_11/03-01-03-01-01-01-11.wav,03-01-03-01-01-01-11,RAVDESS_1399,03,01,03,happy,01,normal,01,01,11,M,0,3.1031292517006803,,0,1,0,0
1400,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_11/03-01-01-01-02-02-11.wav,03-01-01-01-02-02-11,RAVDESS_1400,03,01,01,neutral,01,normal,02,02,11,M,0,3.1698412698412697,,0,0,0,1
1403,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_11/03-01-05-02-02-01-11.wav,03-01-05-02-02-01-11,RAVDESS_1403,03,01,05,angry,02,strong,02,01,11,M,0,3.937278911564626,,1,0,0,0
1404,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_11/03-01-05-01-02-01-11.wav,03-01-05-01-02-01-11,RAVDESS_1404,03,01,05,angry,01,normal,02,01,11,M,0,3.47015873015873,,1,0,0,0
1405,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_11/03-01-05-01-02-02-11.wav,03-01-05-01-02-02-11,RAVDESS_1405,03,01,05,angry,01,normal,02,02,11,M,0,3.737097505668934,,1,0,0,0
1408,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_11/03-01-03-02-01-01-11.wav,03-01-03-02-01-01-11,RAVDESS_1408,03,01,03,happy,02,strong,01,01,11,M,0,4.037414965986395,,0,1,0,0
1410,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_11/03-01-03-02-01-02-11.wav,03-01-03-02-01-02-11,RAVDESS_1410,03,01,03,happy,02,strong,01,02,11,M,0,3.6370068027210882,,0,1,0,0
1411,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_11/03-01-05-02-01-01-11.wav,03-01-05-02-01-01-11,RAVDESS_1411,03,01,05,angry,02,strong,01,01,11,M,0,3.5369160997732427,,1,0,0,0
1414,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_11/03-01-04-01-02-01-11.wav,03-01-04-01-02-01-11,RAVDESS_1414,03,01,04,sad,01,normal,02,01,11,M,0,3.53687074829932,,0,0,1,0
1415,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_11/03-01-05-01-01-02-11.wav,03-01-05-01-01-02-11,RAVDESS_1415,03,01,05,angry,01,normal,01,02,11,M,0,3.47015873015873,,1,0,0,0
1419,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_11/03-01-04-02-01-02-11.wav,03-01-04-02-01-02-11,RAVDESS_1419,03,01,04,sad,02,strong,01,02,11,M,0,3.603628117913832,,0,0,1,0
1427,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_11/03-01-01-01-01-02-11.wav,03-01-01-01-01-02-11,RAVDESS_1427,03,01,01,neutral,01,normal,01,02,11,M,0,3.1031292517006803,,0,0,0,1
1428,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_11/03-01-03-02-02-01-11.wav,03-01-03-02-02-01-11,RAVDESS_1428,03,01,03,happy,02,strong,02,01,11,M,0,3.8705215419501133,,0,1,0,0
1431,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_11/03-01-05-02-01-02-11.wav,03-01-05-02-01-02-11,RAVDESS_1431,03,01,05,angry,02,strong,01,02,11,M,0,3.970657596371882,,1,0,0,0
1433,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_11/03-01-05-02-02-02-11.wav,03-01-05-02-02-02-11,RAVDESS_1433,03,01,05,angry,02,strong,02,02,11,M,0,3.7704761904761903,,1,0,0,0
1436,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_11/03-01-04-02-01-01-11.wav,03-01-04-02-01-01-11,RAVDESS_1436,03,01,04,sad,02,strong,01,01,11,M,0,3.336689342403628,,0,0,1,0
1438,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_11/03-01-01-01-02-01-11.wav,03-01-01-01-02-01-11,RAVDESS_1438,03,01,01,neutral,01,normal,02,01,11,M,0,3.2032199546485263,,0,0,0,1
